principal_name_En,nationality,city,agency_type,status,activity,date
Quam srl,ايطالي,الدمام,وكالة تجارية,قائمة,"
منتجات الموكل من صمامات  مختلفة الاحجام والمقاسات للاستخدامات البترولية",2020
Baicon sdn . nhd,ماليزي,الدمام,وكالة توزيع,قائمة,"( منتجات الموكل من الادوية الصيدلانية ( أنسولين جلارجين ) وفق العقد )
",2020
Skin jam general trading,اماراتي,الدمام,وكالة امتياز,قائمة,"(فتح وتشغيل محلات لبيع الآيس كريم, القهوة, الشاء, السكر, الأرز, التابيوكا, الطحين, المعجنات, الحلويات, .....إلخ بالعلامة التجارية (Gelato Divino).",2020
Epygen labs fz -llc,اماراتي,الدمام,وكالة تجارية,قائمة,(منتجات الموكل من الأنزيمات الكيميائية الخاصة بصناعة النفط والغاز),2020
Cazador tekstil san ve tic as,تركي,الدمام,وكالة تجارية,قائمة,"(منتجات الموكل من المنسوجات والملابس والاحذية التي تحمل العلامة التجارية "" CِAZADOR "" 
",2020
Shandong dongxin chemical industrial co ltd,الصين الشعبيه,الدمام,وكالة تجارية,قائمة,بروميد الكالسيوم وبروميد الصوديوم وبروميد الزنك وسائل مختلط وكلوريد الكالسيوم,2020
Pt madani lestari,اندونيسي,الدمام,وكالة تجارية,قائمة,بيع منتجات الموكل من المواد الكيميائية الخاصة بحفر ابار النفط حسب الملحق (أ) من العقد,2020
Well-sense technology limited,اسكتلندا,الدمام,وكالة توزيع,قائمة,تقدم خدمات نيابة عن الموكل في مجال صيانة ابار النفط والغاز,2020
Stockholm precision tools,سويديه,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل تشغيل وتركيب ادوات ويبستوك الدوارة للحفر,2020
Stockholm precision tools,سويديه,الدمام,وكالة تجارية,قائمة,منتجات الموكل من معدات وأدوات حفر ابار النفط والغاز,2020
St electronics (info-security) pte.ltd.,سنغافوريه,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال أمن المعلومات و تشمل حلول عبر المجال تتكون من احاديات الاتجاه و الثنائيات و سلسلة DigisAFE الصمام الثنائي للبيانات و تركيب و تشغيل و تكميل سلسلة DigisAFE الصمام الثنائي للبيانات,2020
3x engineering,موناكويه,الدمام,وكالة خدمات,قائمة,"تقديم الخدمات نيابة عن الموكل في مجال إجراءات التركيب ومراقبة الجودة والتعبئة والحلول المبتكرة لأعمال إصلاح الصيانة غير المعدنية حسب العقد
",2020
Ev offshore ltd,بريطاني,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال التحليلات البصرية والتفسير الخاصة بحقول النفط,2020
Target lntervention as norway,نرويجيه,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال تطوير حلول متخصصة لأدوات الحفر الخاصة بصناعة النفط والغاز).,2020
Limited liability company scientific and production enterprise burintekh,روسيه,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال تقنية الموجه الهيدرولي في  حفر الابار والنفط والغاز وانظمة اخراج غلاف الانابيب والوصلة البينية البرمجية ولولبة الوصلات الكتفية ولقم الكريستال الالماسي PDC واللقم الالماسية واللقم الدوارة .,2020
"Saexploration, inc.",امريكي,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال جمع البيانات الزلزالية السحاحلية,2020
Borr drilling management dmcc,اماراتي,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال حفر اَبار النفط والغاز البرية والبحرية,2020
Ct specialized downhole,امريكي,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال حفر وصيانة ابار النفط والغاز,2020
Cnpc bohai drilling engineering company limted,الصين الشعبيه,الدمام,وكالة خدمات,قائمة,تقديم الخدمات نيابة عن الموكل في مجال حقل آبار النفط.,2020
Syntex engineering services ltd,بريطاني,الدمام,وكالة توزيع,قائمة,تقديم الخدمات نيابة عن الموكل في مجال فحص و صيانة معدات صناعة الزيت والغاز والطاقة والصناعة,2020
Doedijns b.v.,هولندي,الدمام,وكالة خدمات,قائمة,"تقديم الخدمات نيابة عن الموكل في مجال نظم أخذ العينات للزيت والغاز واخذ عينات السوائل والغازات في خطوط الانابيب .
",2020
Valvetight bv,هولندي,الدمام,وكالة تجارية,قائمة,تقديم خدمات نيابة عن الموكل في مجال تقنية مانع التسرب للصمامات وصيانتها,2020
Viking completion technology,اماراتي,الدمام,وكالة خدمات,قائمة,تقديم خدمات نيابة عن الموكل في مجال صناعة حقول النفط والغاز الطبيعي,2020
Bond coat inc,امريكي,الدمام,وكالة خدمات,قائمة,تقديم خدمات نيابة عن الموكل في مجال صيانة انابيب النفط والغاز والمعدات البترولية والصناعة,2020
Naftoserwse. sp. zo. .o,بولندي,الدمام,وكالة توزيع,قائمة,تقديم خدمات نيابة عن الموكل في مجال صيانة وفحص وتنظيف انابيب وخزانات البترول,2020
Pipeline technique ltd.,اسكتلندا,الدمام,وكالة خدمات,قائمة,"تقديم خدمات نيابة عن الموكل في مجال صيانة ولحام وطلاء انابيب الغاز والبترول
",2020
Integrated wellhead services,بحريني,الدمام,وكالة خدمات,قائمة,تقديم خدمات نيابة عن الموكل في مجال لحام قمصان رؤوس الابار  والتنقيب و حفر ابار النفط والغاز,2020
Industrial scientific,امريكي,الدمام,وكالة توزيع,قائمة,عقد توريد وتوزيع وصيانة,2020
"Khokh we meshmesh refreshment, light snakes & ice cream co",كويتي,الدمام,وكالة امتياز,قائمة,"فتح سلسلة من المحلات لتقديم المأكولات الخفيفة والآيسكريم (تحت علامة تجارية ""خوخ ومشمش"")",2020
Tasters choice s p c,بحريني,الدمام,وكالة توزيع,قائمة,فتح محل لتقديم الوجبات السريعة  بعلامة تجارية ( شيكي ووك -  CHICKY WOK),2020
Vilmar sa,رومانيه,الدمام,وكالة تجارية,قائمة,متنجات الموكل من فلنجات ووصلات الانابيب وقطع غيارها حسب العقد,2020
Peter brotherhood,بريطاني,الدمام,وكالة توزيع,قائمة,"منتاجات الموكل معدات والآلات البخارية والكمبريسورات الغازية والتور بينات وقطع غيارها 
",2020
Ashida electronics pvt. ltd,هندي,الدمام,وكالة توزيع,قائمة,منتجات الشركة الموكلة من أجهزة تحكم وحماية المنظومات الكهربائية,2020
Chhenna corporation,هندي,الدمام,وكالة توزيع,قائمة,"منتجات الموكل : المخطط الكهربائي للقلب , الأجنه , تي أم تي , اوراق اختبار الاجهاد ,الجل الخاص بالمخطط الكهربائي للقلب , الموجات فوق الصوتيه",2020
Yuxian jingangyu fracturing proppant co.ltd,الصين الشعبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل دعامات من السيراميك المستخدمة في حفر ابار النفط والغاز  وقطع غيارها,2020
Ipp accura supply ltd,بريطاني,الدمام,وكالة تجارية,قائمة,منتجات الموكل صمامات الأمان مختلفة الاحجام والمقاسات,2020
Flow control technologies,فرنسي,الدمام,وكالة توزيع,قائمة,منتجات الموكل صمامات مختلفة الاحجام والمقاسات,2020
Pipeline development company,امريكي,الدمام,وكالة تجارية,قائمة,"منتجات الموكل في الوصلات والفلنجات وموانع التسرب والسدادات

",2020
Downhole & design international corporation,امريكي,الدمام,وكالة توزيع,قائمة,"منتجات الموكل معدات ضد الانتفاخ, صمامات إعاده الضغط, أنابيب تفريغ الخ",2020
Magnetrol international n.v,بلجيكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من  معدات والآت و أدوات تحكم والقياس .,2020
Kimman procces solutions b.v,هولندي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من : معدات وأجهزة لأخذ عينات الغاز أتوماتيكياً،معدات وأجهزة لأخذ عينات بالمزج النفثي ،معدات وأجهزة لأخذ عينات انشطوية سريعه ،معدات وأجهزة لأخذ عينات مسبارية,2020
Geoprotech international fzc,اماراتي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من آلات الحفر عالية السرعة وذات العزم عالي الدوران لنشر الانابيب ومعدات الحفر الآلية الهيدروليكية والثابتة متعددة الحلقات وذات العزم المنخفض حسب العقد,2020
"Shenzhen new industries biomedical engineering co., ltd",الصين الشعبيه,الدمام,وكالة تجارية,قائمة,منتجات الموكل من أجهزة المختبرات المعملية والكواشف المخبرية والكنترولات والمحاليل المعايرة وقطع غيارها حسب العقد,2020
Vega techniques sas,فرنسي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أجهزة وأدوات قياس منسوب وضغط الزيت وقطع غيارها,2020
Elevate oral care,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أجهزة وأدوات ومستلزمات طبية للأسنان,2020
Ion exchange (india) limited,هندي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من أجهزة ومعدات محطات معالجة المياه والكيماويات وقطع الغيار والاكسسوارات و المواد الكيميائية لمعالجة المياه في التدفئة والتهوية وتكييف الهواء والصناعات,2020
The wellboss lls,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أدوات و أجهزة لحفر آبار النفط والغاز,2020
Industrial scientific france sas,امريكي,الدمام,وكالة توزيع,قائمة,"منتجات الموكل من أدوات وأجهزة قياس الغاز والنفط وقطع غيارها 

",2020
Romar international linited,بريطاني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من أدوات ومعدات صناعية وبترولية لاستخراج النفط والغاز,2020
Changzhou kanghui medical innovation co ltd,الصين الشعبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أدوات ومعدات ومواد طبية لمعالجة الكسور حسب العقد,2020
Refex sensors ltd,ايرلندي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أقطاب كهربائية وخلايا التدفق والحوامل و عدادات وملحقاتها,2020
"Cnps petro equipment co,ltd",الصين الشعبيه,الدمام,وكالة تجارية,قائمة,"منتجات الموكل من أنابيب الألياف الزجاجية وأنابيب التصفية والترشيح وملحقاتها الخاصة بصناعة النفط والغاز .
",2020
Forney corporation,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من أنظمة إدارة الموقد - BMS بما في ذلك الكشف عن اللهب والمواد المسببة للاشتعال، إلى جانب أي معدات مساعدة. مواقد مجاري الهواء- مواقد مجاري فورني ولوازمها بما في ذلك مواقد الغاز، والفحم، والزيت. منتجات المثبط وملحقاته - وصلات التمدد وأختام سخان الهواء وأبواب الدخول.,2020
Spectra  logic  europe  ltd,بريطاني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من اجهزة الكمبيوتر واشرطة المكتبات والبرمجيات وبرنامج ادارة البيانات وبرامج ادارة الاجهزة وقطع غيارها واكسسواراتها,2020
"Fsi holdings, llc",امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من اجهزة ومعدات والات وانظمة تدوير النفايات,2020
Seatrax uk ltd.,بريطاني,الدمام,وكالة توزيع,قائمة,"منتجات الموكل من ادوات النقل الثقيل و أنظمتها وقطع غيارها 
",2020
"Probe technologies holdings,inc",امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من ادوات قياس سلامة البئر ، ادوات قياس المضخة الغاطسة ، اجهزة مراقبة البئر ، ادوات قياس السماكة الكهرومغنطيسية وادوات المعايرة متعددة الذراع.,2020
Archer well services (saudi arabia) limited,بريطاني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من ادوات ومعدات البترولية حسب الملحق المرفق,2020
Armstrong international,بلجيكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من ادوات ومعدات تنظيم  الضغط والحرارة واجهزة تبخر وتكثيف الماء .,2020
Mge di giuseppe albanese,ايطالي,الدمام,وكالة توزيع,قائمة,"منتجات الموكل من اضاءات ال اي دي 
",2020
Prima lab sa,سويسري,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الأدوات والكواشف المخبرية التشخيصية,2020
Devenish nutrition limited,بريطاني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الأدوية البيطرية و الإضافات الأعلاف و مخلطات الأعلاف,2020
Gabor shoes ag,الماني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الاحذية النسائية والرجالية .,2020
Argentum medical,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الادويه الطبيه المدرجه في الملحق رقم (1) المرفق بالعقد,2020
Dex iberica . s.a,اسباني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الاعلاف والمكملات الغذائية الحيوانية,2020
Pretty legs hosiery limited,بريطاني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الجوارب و الماسكات الطبية بكافة أنواعها حسب العقد,2020
H. j. skelton & co. ltd,بريطاني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من الحديد الصلب وانابيب مبادلات حرارية وتوصيلات وسكك حديدية ومثبتات السكك الحديدية,2020
Omb valves spa,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من الصمامات بمختلف أنواعها ومقاساتها,2020
Woosung flowtec co. ltd,كوريه الجنوبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الفلاتر والصمامات لتنقية المياه و الزيوت من الشوائب,2020
T2 biosystems inc,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من الكواشف الطبية و الأجهزة الطبية,2020
Clariant international ltd.,سويسري,الدمام,وكالة توزيع,قائمة,منتجات الموكل من المحفزات الكيماوية المستخدمة في ابار النفط,2020
Agena resinas e colas ltda,برازيلي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من المواد الكيماوية (كواسح كبريتيد الهيدروجين ) الخاصة بصناعة النفط .,2020
Oren hydrocarbons middle east fzco,اماراتي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من المواد الكيماوية بال لوب اس اف اي ، بال لوب 545 الخاصة بحفر آبار النفط,2020
Shandong haiwang chemical co ltd,الصين الشعبيه,الدمام,وكالة تجارية,قائمة,منتجات الموكل من المواد الكيماوية من رماد الصودا الكثيف و كلورايد الكالسيوم و بيكربونات الصوديوم سلفات البوتاسيوم بروبين و نترات ونتران صوديوم,2020
Zhejiang qinghong new material co. ltd,الصين الشعبيه,الدمام,وكالة تجارية,قائمة,منتجات الموكل من المواد الكيميائية والطين العضوي حسب العقد,2020
"Southwest aluminum (kun shan)co ., ltd",الصين الشعبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من انابيب الالمنيوم باحجامها المختلفة .,2020
Baoji petroleum steel pipe co.ltd,الصين الشعبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من انابيب القوسي المغمورة اللولبية والطولية وانابيب مقاومة للكهرباء والصداء وانابيب مغلفه حسب العقد,2020
Latty international s.a,فرنسي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من انواع مختلفة من موانع التسربات الميكانيكية,2020
Medas middle east software systems l.l.c,اماراتي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من برامج الكمبيوتر  حسب العقد,2020
"Tresys technology, llc",امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من برامج لنقل المعلومات والبيانات وحمايتها,2020
"National oilwell varco,l.p",امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من تكنولوجيا نقل بيانات آبار النفط,2020
Cifa s .p .a,ايطالي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من خلاطات الشاحنات والمضخات وقطع غيارها,2020
Columbus mckinnon industrial  products gmbh,الماني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من رافعات السحب وذراع الرافعة وبكرات وونش الكابلات الكهربائية وقطع غيار الرافعات,2020
Schuf chemieventile vertriebs gmbh & co.kg,الماني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من صمامات  مخرج سفلي وتحويل وإعادة تدوير المضخة وتحكم وكروية وإغلاق الطوارئ وبوابية وحقن ورفع حسب العقد,2020
R.k. control instruments pvt ltd,هندي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من صمامات - تحكم وثلاثي اتجاهات وفراشي - وصمام خفض الضغوط وجهاز تقوية واسطوانات الطاقة,2020
Metso flow control oy,فنلنديه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من صمامات متنوع الأشكال والأحجام والمقاسات,2020
Gestra engineering steam performance,الماني,الدمام,وكالة توزيع,قائمة,"منتجات الموكل من صمامات متنوعة الاستخدام و مختلفة الاحجام و المقاسات

",2020
Velan abv s.r.l,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من صمامات مختلفة الأحجام والمقاسات,2020
Nigrema srl,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من صمامات مختلفة الاحجام والمقاسات لاستخدامات الصناعية والنفطية,2020
Manuli hydraulics,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من صمامات مختلفة الاحجام والمقاسات للاستخدامات الصناعية والنفطية,2020
Fluitek orsenigo valves,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من صمامات مختلفه الاحجام والمقاسات والمستخدمه في النفط والغاز,2020
Officine santafede,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من فلنجات مختلفة الاحجام و المقاسات,2020
Aqseptence group sas,فرنسي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من قطع غيار الداخلية للاوعية والبايب المستخدمة في الغاز والبتروكيماويات وحقول النفط وقطع غيارها,2020
2m kablo dis ticaret ve pazarlama a.s.,تركي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من كابلات الاجهزة حسب المعايير يو ال 13 ، يو ال 1277 ، اي ان 50288-7 ، بي ايه اس 5308,2020
Seatrax incorporated,امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من كرينات ورافعات وانضمة الرفع وقطع غيارها,2020
"Weifang qiangyuan chemical industry co., ltd",الصين الشعبيه,الدمام,وكالة تجارية,قائمة,منتجات الموكل من كلوريد الكالسيوم و رمادا الصودا و بروميد الكالسيوم و بروميد الصوديوم و بورمات الصوديوم حسب العقد,2020
Wika middle east,اماراتي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مؤشر درجة الحرارة وقياس الضغط وحساسات حرارية ومحابس ومحولات حرارية,2020
Wacker chemie ag,الماني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مادة السيليكون العازلة,2020
Neimenggu fufeng biotechnologies co.ltd,الصين الشعبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مادة صمغ شانثان بوليمر  .,2020
Aplteq as,نرويجيه,الدمام,وكالة تجارية,قائمة,"منتجات الموكل من ماسحات الرؤوية البانورامية ثلاثية الابعاد والتي تتمكن من رؤية جميع الاتجاهات ""360درجة""و نظام ادارة الاصول المرئي وتحديث مشروع نظام ادارة الاصول المرئي وقياس ثلاثي الابعاد بانورامي  ونماذج ثلاثية الابعاد فضاء ثلاثي الابعاد عبر ماسحه ضوئية للصور ثلاثية الابعاد وبرنامج ادارة الاصول المرئي وحلول النسخة الاحتياطية المامونه على الانترنت نظاما شاملا اعداد ومعايرة المعدات والامدادات وتاجيرها .",2020
Pleuger industries gmbh,الماني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من مضخات مختلفات الاحجام و الاستخدامات و قطع غيارها .,2020
Osip srl,ايطالي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من مضخات مختلفة الاحجام والمقاسات مع قطع غياره,2020
Itt  borenmann gmbh,الماني,الدمام,وكالة توزيع,قائمة,"منتجات الموكل من مضخات ملولبة و مزدوجة  المستخدمة في حفر آبار النفط


",2020
"Fs - elliott co., llc",امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من معدات ضغط الهواء و قطع غيارها .,2020
"Intellian technologies, inc",كوريه الجنوبيه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من معدات وأجهزة الأتصالات وقطع غيارها,2020
"Tam international, inc",امريكي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من معدات وأدوات النفخ والتضخيم الخاصة بآبار النفط والغاز,2020
Hughes network systems,امريكي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من معدات وأدوات صناعية لأجهزة الإتصالات,2020
Perkins engines company limited,بريطاني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من معدات وادوات والات ومحركات كهربائية وميكانيكية وقطع غيارها,2020
Monti-werkzeuge gmbh,الماني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من مكائن وادوات وعدد صناعية وقطع غيارها,2020
Treda hizli tuketim urunleri satis ve dagtim,تركي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مناديل طبية بعد ازاله الشعر .,2020
Proeight sdn bhd,ماليزي,الدمام,وكالة تجارية,قائمة,منتجات الموكل من موانع التسريب الميكانيكية والمضخات وقطع الغيار الخاصة فيها .,2020
Aksa jeneratör sanayi a.ş,تركي,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مولدات الديزل لإنتاج الكهرباء وقطع غيارها,2020
"Mitsubishi heavy industries engine & turbocharger, ltd",ياباني,الدمام,وكالة توزيع,قائمة,منتجات الموكل من مولدات الديزل وقطع غياره,2020
Genano ltd,فنلنديه,الدمام,وكالة توزيع,قائمة,منتجات الموكل من وحدات جينانو لإزالة تلوث الهواء,2020
"Kawasaki heavy industries , ltd",ياباني,الدمام,وكالة تجارية,قائمة,منتجات الموكل من وحدات ضغط الغاز والكمبريسورات ومعدات توليد الطاقة,2020
"Vere technology llc , d/b/a veretek",امريكي,الدمام,وكالة تجارية,قائمة,منجات الموكل من مضخات  الغطاسة لإنتاج النفط و قطع غيارها و رؤوس خارجية و مآخذ و وصلات تهيئة للمضخات بحسب العقد و ملحقاته.,2020
Ovs s.p.a,ايطالي,الرياض,وكالة تجارية,قائمة,"
منتجات الموكل من الملابس النسائية والرجالية والأطفال والاكسسوارات بجميع أشكالها",2020
Kerchaert hoefijerf abriek b.v,هولندي,الرياض,وكالة توزيع,قائمة,"
منتجات الموكل من حذوات الخيل ومستلزماتها والاضافات العلفية 
",2020
Blue whale company,فرنسي,الرياض,وكالة توزيع,قائمة,:منتجات الموكل من الصمامات الالكترونية ومستشعر المستوى واجهزة استشعار الضغط واجهزة استشعار درجة الحرارة وفق العقد,2020
Qettaf alalamiah for port and export,اردني,الرياض,وكالة توزيع,قائمة,( خدمات الموكل من البرامج المحاسبة وقواعد البيانات - قصص أطفال تعمل بالقلم الناطق- كتب تعليم باللغة الإنجليزية مع تقنية القلم الناطق ),2020
Commonwealth retail concepts pte ltd,سنغافوريه,الرياض,وكالة امتياز,قائمة,( فتح وتشغيل مطاعم لتقديم المأكولات والمشروبات تحت العلامة التجارية باستامانيا ),2020
Phebra pty limited -australia,استرالي,الرياض,وكالة توزيع,قائمة,( منتجات الموكل من الادويه وفق العقد ),2020
Kervan tekstil sanayi ve dis ticaret as,تركي,الرياض,وكالة توزيع,قائمة,( منتجات الموكل من المنسوجات المنزلية - اثاث - إكسسوارات منزلية ),2020
Tekna s.r.l,ايطالي,الرياض,وكالة توزيع,قائمة,(منتجات الموكل من اجهزة التبريد  الخاصة بالمستشفيات والصيدليات والمختبرات الطبية وفق العقد),2020
Ritter concept gmbh,الماني,الرياض,وكالة توزيع,قائمة,(منتجات الموكل من الادوات والمستلزمات الطبية الخاصة بالاسنان وفق العقد),2020
Vita zahnfabrik co& kg,الماني,الرياض,وكالة توزيع,قائمة,الاجهزة والمواد المستخدمة فى مختبرات الاسنان,2020
Nippon steel corprration /amagasaki,ياباني,الرياض,وكالة توزيع,قائمة,المنتجات الانبوبية غير الملحومة للدول النفطية,2020
Nippon steel corprration,ياباني,الرياض,وكالة توزيع,قائمة,المنتجات الانبوبية غير الملحومة للدول النفطية,2020
Nippon steel corprration/ kainan,ياباني,الرياض,وكالة توزيع,قائمة,المنتجات الانبوبية غير الملحومة للدول النفطية,2020
Atnahs pharma uk limited,بريطاني,الرياض,وكالة توزيع,قائمة,بيع منجات الموكل من الادويه الصيدلانيه كما هوا مرفق في القائمه رقم 1,2020
Schulke & mayr ges.m.b.h,نمساوي,الرياض,وكالة توزيع,قائمة,بيع وتوزيع منتجات الموكل من الادوية والمستحضرات الطبية المرفقة بالعقد,2020
Axon partners group consulting,اسباني,الرياض,وكالة خدمات,قائمة,تقديم خدمات استشارية في مجال الاتصالات وتقنية المعلومات,2020
Alexion pharma international operations unlimited company,ايرلندي,الرياض,وكالة توزيع,قائمة,توزيع منتجات الموكل من الادوية,2020
